mean_predicted_probability,fraction_of_positives
0.04928758409288195,0.0
0.14655010516826922,0.07692307692307693
0.2261962890625,0.16666666666666666
0.3423665364583333,0.6666666666666666
0.435791015625,0.5
0.56103515625,0.6
0.6708984375,0.0
0.76611328125,0.5
0.88037109375,1.0
0.991265869140625,0.9875
