mean_predicted_probability,fraction_of_positives
0.014802739783846892,0.02564102564102564
0.18115240335464478,0.0
0.24214142064253488,0.0
0.5191894769668579,0.0
0.8936091065406799,1.0
0.9948743320582958,1.0
