mean_predicted_probability,fraction_of_positives
0.01479852465667929,0.02564102564102564
0.18106479942798615,0.0
0.24200633664925894,0.0
0.5196695923805237,0.0
0.8935507535934448,1.0
0.994875382171588,1.0
