mean_predicted_probability,fraction_of_positives
0.018987361108884215,0.05555555555555555
0.13356262942155203,0.3333333333333333
0.25208787620067596,0.0
0.34528955817222595,0.0
0.4615519046783447,0.0
0.7638779580593109,0.5
0.9916325841437686,0.9886363636363636
