mean_predicted_probability,fraction_of_positives
0.01900768280029297,0.05555555555555555
0.13380940755208334,0.3333333333333333
0.25238037109375,0.0
0.344482421875,0.0
0.461181640625,0.0
0.763427734375,0.5
0.9916159889914773,0.9886363636363636
