mean_predicted_probability,fraction_of_positives
0.03999755859375,0.0
0.110809326171875,0.0
0.256005859375,0.0
0.34033203125,0.0
0.452392578125,0.0
0.54638671875,0.0
0.6661783854166666,0.6666666666666666
0.748046875,0.5
0.87353515625,0.0
0.9986572265625,1.0
