epoch,lr,train_loss,val_loss,val_auc,val_auprc,val_f1,val_sensitivity,val_specificity
1,2.8e-05,1.1722122194471034,1.214870325212681,0.7251937984496124,0.8441626513078501,0.8055555555555556,0.9666666666666667,0.09302325581395349
2,4.6e-05,1.1390012905255138,1.1498551190815098,0.5589147286821705,0.7356153547466326,0.8110599078341014,0.9777777777777777,0.09302325581395349
3,6.4e-05,1.1102428948696523,1.7343226285772595,0.7489664082687338,0.8711957616330597,0.8144796380090498,1.0,0.046511627906976744
4,8.2e-05,1.0893635388394087,1.366111849988562,0.6657622739018088,0.8078533657969627,0.8108108108108109,1.0,0.023255813953488372
5,0.0001,1.0596544377948773,1.017060745477502,0.8104651162790698,0.9000725747802251,0.835820895522388,0.9333333333333333,0.37209302325581395
6,9.997266286704631e-05,0.8855501766535737,0.6819699487179496,0.9016795865633075,0.9589506603882508,0.8333333333333334,0.9444444444444444,0.32558139534883723
7,9.989068136093873e-05,0.6552354656969315,0.4416755745684743,0.9647286821705426,0.9846435462101623,0.9239130434782609,0.9444444444444444,0.7906976744186046
8,9.975414512725057e-05,0.5443520628735335,4.099167402591161,0.6396640826873384,0.7458136031328871,0.821917808219178,1.0,0.09302325581395349
9,9.956320346634876e-05,0.4784666763545488,0.4227748471581334,0.9886304909560724,0.9953901093281977,0.9222797927461139,0.9888888888888889,0.6744186046511628
10,9.931806517013612e-05,0.415636257848114,0.2308160728054842,0.9905684754521964,0.9957648842714352,0.9518716577540107,0.9888888888888889,0.813953488372093
11,9.901899829374047e-05,0.39851612437699047,0.26938505598290086,0.9910852713178295,0.9951913094781453,0.9523809523809523,1.0,0.7906976744186046
12,9.86663298624003e-05,0.35580288118207337,1.1181805130985416,0.8594315245478036,0.8724033785642239,0.8823529411764706,1.0,0.4418604651162791
13,9.826044551386744e-05,0.3395686896688231,0.19420203550200263,0.99328165374677,0.9970013635067488,0.9621621621621622,0.9888888888888889,0.8604651162790697
14,9.780178907671789e-05,0.2943635279178137,0.3710476758167006,0.9838501291989664,0.9935001990043384,0.89,0.9888888888888889,0.5116279069767442
