mean_predicted_probability,fraction_of_positives
0.03577406961342384,0.06896551724137931
0.14203636880431855,0.0
0.3099133372306824,0.0
0.4835767149925232,0.5
0.5689906477928162,0.0
0.6553128759066263,0.0
0.7858874797821045,0.0
0.812316507101059,1.0
0.9958856345593244,0.9885057471264368
