mean_predicted_probability,fraction_of_positives
0.03575844600282867,0.06896551724137931
0.14202880859375,0.0
0.31005859375,0.0
0.48388671875,0.5
0.567626953125,0.0
0.6555989583333334,0.0
0.78564453125,0.0
0.812255859375,1.0
0.9958580280172413,0.9885057471264368
