epoch,lr,train_loss,val_loss,val_auc,val_auprc,val_f1,val_sensitivity,val_specificity
1,2.8e-05,1.2267080868095666,1.1952190955538076,0.5925064599483205,0.7532707447065045,0.7329842931937173,0.7777777777777778,0.27906976744186046
2,4.6e-05,1.1870100311865925,1.2504840019242818,0.5751937984496124,0.7378541969213152,0.7904761904761904,0.9222222222222223,0.13953488372093023
3,6.4e-05,1.1757749019697978,1.1691427764529805,0.6842377260981912,0.7937818476508336,0.8137254901960784,0.9222222222222223,0.27906976744186046
4,8.2e-05,1.144491688579105,1.126857092717135,0.6462532299741602,0.7591547742756724,0.7887323943661971,0.9333333333333333,0.09302325581395349
5,0.0001,1.1272752156899355,1.1601698605266033,0.743798449612403,0.8717531180366591,0.827906976744186,0.9888888888888889,0.16279069767441862
6,9.997266286704631e-05,1.112448371980695,1.1099254052483782,0.713953488372093,0.8567198136014431,0.7804878048780488,0.8888888888888888,0.18604651162790697
7,9.989068136093873e-05,1.113488616697592,1.0900030676779646,0.7186046511627906,0.8024635446843054,0.8165137614678899,0.9888888888888889,0.09302325581395349
8,9.975414512725057e-05,1.0479907960588128,0.920119619666004,0.8847545219638243,0.9446361070460768,0.8571428571428571,0.9666666666666667,0.3953488372093023
9,9.956320346634876e-05,0.9060519012674773,0.6848313587594399,0.9377260981912146,0.9724859886276388,0.8900523560209425,0.9444444444444444,0.627906976744186
10,9.931806517013612e-05,0.6886076014994049,0.47869635929286086,0.9733850129198967,0.9889042090334698,0.9354838709677419,0.9666666666666667,0.7906976744186046
11,9.901899829374047e-05,0.5896773137226237,0.4255369191317551,0.9661498708010337,0.9870300820982094,0.9438202247191011,0.9333333333333333,0.9069767441860465
12,9.86663298624003e-05,0.5121059710025305,0.433996764369358,0.9741602067183462,0.9899576019911587,0.9550561797752809,0.9444444444444444,0.9302325581395349
13,9.826044551386744e-05,0.46382505940993424,0.41338495903627315,0.9525839793281654,0.9687949856303668,0.8627450980392157,0.9777777777777777,0.3953488372093023
14,9.780178907671789e-05,0.43300808007636415,0.3036318562472486,0.975968992248062,0.9899319514900229,0.925531914893617,0.9666666666666667,0.7441860465116279
15,9.729086208503174e-05,0.38379037781297426,0.3086026933673707,0.9808785529715762,0.9914125474025524,0.9263157894736842,0.9777777777777777,0.7209302325581395
16,9.672822322997305e-05,0.384860898787995,0.2368775537072653,0.9881136950904392,0.9951197943512498,0.9565217391304348,0.9777777777777777,0.8604651162790697
17,9.611448774886926e-05,0.35674369867018263,0.2695925615962265,0.9953488372093023,0.9977710457078895,0.9625668449197861,1.0,0.8372093023255814
18,9.545032675245814e-05,0.3585619313339001,0.3330436620340787,0.9919896640826873,0.9948392743819695,0.956989247311828,0.9888888888888889,0.8372093023255814
