epoch,lr,train_loss,val_loss,val_auc,val_auprc,val_f1,val_sensitivity,val_specificity,logit_mean,logit_std,logit_min,logit_max,prob_mean,pct_pred_pos
1,2.8e-05,1.2446792452187174,1.201635394553329,0.5865633074935401,0.7322617031712698,0.8071748878923767,1.0,0.0,-0.01479870615140447,0.4584985238183498,-1.8857421875,1.7001953125,0.49642693539734056,48.93867924528302
2,4.6e-05,1.2281646057875526,1.2007997785071518,0.6594315245478036,0.7801325546445037,0.8108108108108109,1.0,0.023255813953488372,4.005674122157444e-05,0.36760248139431595,-1.4345703125,1.4375,0.5000091113093502,50.0
3,6.4e-05,1.2167665203030873,1.2088785235168469,0.7608527131782946,0.8682419246215174,0.8071748878923767,1.0,0.0,-0.02076997291648163,0.2951142027121728,-1.1650390625,1.0546875,0.4949218643701681,47.203504043126685
