epoch,lr,train_loss,val_loss,val_auc,val_auprc,val_f1,val_sensitivity,val_specificity
1,2.8e-05,1.215072205477498,1.207628422090409,0.69328165374677,0.8209393159358472,0.8108108108108109,1.0,0.023255813953488372
2,4.6e-05,1.1792893290057895,1.1366988737040744,0.6984496124031008,0.7933761734919603,0.8557692307692307,0.9888888888888889,0.32558139534883723
3,6.4e-05,1.1652817490407268,1.1334679361321058,0.7916020671834626,0.881622593781017,0.8165137614678899,0.9888888888888889,0.09302325581395349
4,8.2e-05,1.1121103557970902,1.1374967277878467,0.8401808785529716,0.9230776993269985,0.8481675392670157,0.9,0.5348837209302325
5,0.0001,0.9784088816248409,0.7206131940177521,0.878811369509044,0.9448035818199612,0.8723404255319149,0.9111111111111111,0.627906976744186
6,9.997266286704631e-05,0.6502819147920376,0.504513288643034,0.967312661498708,0.9870136253317834,0.9325842696629213,0.9222222222222223,0.8837209302325582
7,9.989068136093873e-05,0.5022929900319403,0.32676735031742116,0.9834625322997417,0.9930907559257299,0.9405405405405406,0.9666666666666667,0.813953488372093
8,9.975414512725057e-05,0.44821339855194897,0.2594544577964833,0.997157622739018,0.9986586711258275,0.9574468085106383,1.0,0.813953488372093
9,9.956320346634876e-05,0.3667638994325426,0.802894687619341,0.9457364341085271,0.9776781870352296,0.9230769230769231,0.8666666666666667,0.9767441860465116
10,9.931806517013612e-05,0.3636069793793134,0.19749820452039052,0.9981912144702842,0.9991157046749711,0.9888888888888889,0.9888888888888889,0.9767441860465116
11,9.901899829374047e-05,0.3003744163185092,0.25018778376842643,0.9874677002583979,0.9944199414534954,0.9726775956284153,0.9888888888888889,0.9069767441860465
12,9.86663298624003e-05,0.3545021001956711,0.20914474262119473,0.9930232558139536,0.996916799510587,0.9468085106382979,0.9888888888888889,0.7906976744186046
13,9.826044551386744e-05,0.30058831376561174,0.21731680249297977,0.9971576227390181,0.9986963231347289,0.9523809523809523,1.0,0.7906976744186046
14,9.780178907671789e-05,0.26539310960782103,0.15208300735308206,0.9956072351421188,0.9979746852006184,0.967391304347826,0.9888888888888889,0.8837209302325582
15,9.729086208503174e-05,0.2904437470761377,0.16804565650076436,0.9956072351421189,0.9980953494706944,0.9621621621621622,0.9888888888888889,0.8604651162790697
16,9.672822322997305e-05,0.23701186795637869,0.18051129477895692,0.9948320413436693,0.9977520538015163,0.978021978021978,0.9888888888888889,0.9302325581395349
17,9.611448774886926e-05,0.25319684500272216,0.208748335390738,0.9950904392764858,0.9977604553328304,0.9726775956284153,0.9888888888888889,0.9069767441860465
18,9.545032675245814e-05,0.20845005626236326,0.16280396287305648,0.9992248062015504,0.9996415770609319,0.9625668449197861,1.0,0.8372093023255814
19,9.473646649103819e-05,0.20393356445317762,0.16164426254033606,0.9971576227390181,0.9986405198075468,0.9625668449197861,1.0,0.8372093023255814
20,9.397368756032446e-05,0.19871973110676935,0.150157889770923,0.9984496124031007,0.999272532871663,0.9836065573770492,1.0,0.9302325581395349
21,9.316282404787871e-05,0.21765909124343347,0.15104687844771666,0.9974160206718347,0.9987921839420137,0.9832402234636871,0.9777777777777777,0.9767441860465116
22,9.230476262104677e-05,0.20940244392235713,0.17261429369482317,0.9953488372093023,0.9979315719741251,0.9617486338797814,0.9777777777777777,0.8837209302325582
23,9.140044155740101e-05,0.2069725574759576,0.15506602590869575,0.9961240310077519,0.9982487729031508,0.9574468085106383,1.0,0.813953488372093
24,9.045084971874738e-05,0.16791005746466314,0.1403963681495726,0.9979328165374678,0.9990400239755809,0.9782608695652174,1.0,0.9069767441860465
25,8.945702546981969e-05,0.16387971738284035,0.16746916513189664,0.993798449612403,0.997352390908386,0.967032967032967,0.9777777777777777,0.9069767441860465
26,8.842005554284296e-05,0.16119351709681629,0.14377457264677268,0.9981912144702842,0.9991157046749712,0.9625668449197861,1.0,0.8372093023255814
27,8.73410738492077e-05,0.15070390051925084,0.1358770067587593,0.9984496124031008,0.9992788860260372,0.9888888888888889,0.9888888888888889,0.9767441860465116
28,8.622126023955446e-05,0.1577941555983494,0.18444154534050167,0.9887596899224806,0.995442275260283,0.967032967032967,0.9777777777777777,0.9069767441860465
29,8.506183921362443e-05,0.1542286117772462,0.11426489962634154,0.9963824289405685,0.998474169962843,0.978021978021978,0.9888888888888889,0.9302325581395349
30,8.386407858128706e-05,0.1386598360552036,0.1628368731401452,0.9943152454780362,0.9975705752929038,0.967032967032967,0.9777777777777777,0.9069767441860465
31,8.262928807620843e-05,0.1323835028165094,0.1244702338491074,0.9979328165374677,0.9990400239755809,0.9625668449197861,1.0,0.8372093023255814
32,8.135881792367686e-05,0.14370218202966178,0.10558892080142016,0.9987080103359173,0.9993973768167317,0.967741935483871,1.0,0.8604651162790697
33,8.005405736415126e-05,0.1474462914462089,0.11806567211007943,0.996640826873385,0.9984695480325243,0.9726775956284153,0.9888888888888889,0.9069767441860465
