mean_predicted_probability,fraction_of_positives
0.05351596408420139,0.0
0.142120361328125,0.1
0.237823486328125,0.0
0.4674072265625,0.0
0.5299479166666666,0.3333333333333333
0.62255859375,0.0
0.74609375,0.3333333333333333
0.85166015625,0.6
0.9905192057291666,1.0
