epoch,lr,train_loss,val_loss,val_auc,val_auprc,val_f1,val_sensitivity,val_specificity
1,2.8e-05,1.1766599454682183,1.2252896190474483,0.663953488372093,0.8010537440904947,0.7981220657276995,0.9444444444444444,0.11627906976744186
2,4.6e-05,1.1463944301152242,1.1376320255352095,0.6732558139534884,0.8032785118048338,0.8148148148148148,0.9777777777777777,0.11627906976744186
3,6.4e-05,1.1181853075751917,1.139816296213983,0.7355297157622739,0.8446883828954143,0.8292682926829268,0.9444444444444444,0.3023255813953488
4,8.2e-05,1.0957349519728008,1.1112509474060182,0.8096899224806202,0.9082274735575468,0.8173076923076923,0.9444444444444444,0.23255813953488372
5,0.0001,1.0629799673608282,1.2180292767683083,0.6930232558139535,0.8222641558338748,0.8110599078341014,0.9777777777777777,0.09302325581395349
6,9.997266286704631e-05,0.9956984124802892,0.9150241793902494,0.8626614987080103,0.9361011536840207,0.8301886792452831,0.9777777777777777,0.20930232558139536
7,9.989068136093873e-05,0.7777679211888145,0.5449360729179508,0.9403100775193799,0.9743363419893691,0.8924731182795699,0.9222222222222223,0.6976744186046512
8,9.975414512725057e-05,0.5825604635375667,0.4082185366267956,0.9804909560723516,0.9913136705605271,0.9565217391304348,0.9777777777777777,0.8604651162790697
9,9.956320346634876e-05,0.5230763614609404,0.32379577200976967,0.9844961240310078,0.9923066431684201,0.9613259668508287,0.9666666666666667,0.9069767441860465
10,9.931806517013612e-05,0.44700309834497154,0.4499990410650396,0.9656330749354005,0.985028669672366,0.9265536723163842,0.9111111111111111,0.8837209302325582
11,9.901899829374047e-05,0.4101153741044309,0.2685993599876402,0.985529715762274,0.9940960276341716,0.9617486338797814,0.9777777777777777,0.8837209302325582
12,9.86663298624003e-05,0.4008924464836493,0.2946474577362248,0.9878552971576228,0.994564207489943,0.9368421052631579,0.9888888888888889,0.7441860465116279
13,9.826044551386744e-05,0.35815343497948793,0.2311562382082653,0.9896640826873385,0.9953895700766823,0.946236559139785,0.9777777777777777,0.813953488372093
14,9.780178907671789e-05,0.3670488355089282,0.28269822458956656,0.9886304909560724,0.9950137763762068,0.9468085106382979,0.9888888888888889,0.7906976744186046
15,9.729086208503174e-05,0.33504606516840724,0.2255816007170611,0.9914728682170543,0.9962567972623355,0.967391304347826,0.9888888888888889,0.8837209302325582
16,9.672822322997305e-05,0.3108166870528527,0.23570303097857814,0.9888888888888888,0.9957179554796687,0.9834254143646409,0.9888888888888889,0.9534883720930233
17,9.611448774886926e-05,0.2938170732372795,0.30089888246130436,0.985529715762274,0.9939803366652971,0.9777777777777777,0.9777777777777777,0.9534883720930233
18,9.545032675245814e-05,0.3072187379592393,0.21582923393530312,0.9916020671834626,0.9959893138379894,0.956989247311828,0.9888888888888889,0.8372093023255814
19,9.473646649103819e-05,0.2918903668967485,0.20079843766425942,0.9865633074935402,0.994895246936837,0.978021978021978,0.9888888888888889,0.9302325581395349
20,9.397368756032446e-05,0.25783127603786693,0.14513521371565993,0.9963824289405685,0.998226172051196,0.9726775956284153,0.9888888888888889,0.9069767441860465
21,9.316282404787871e-05,0.2657831190387689,0.27026881811147024,0.9968992248062015,0.9986153356284442,0.9326424870466321,1.0,0.6976744186046512
22,9.230476262104677e-05,0.26903984225321365,0.18455953086128876,0.9917312661498708,0.9960442591782318,0.967391304347826,0.9888888888888889,0.8837209302325582
