mean_predicted_probability,fraction_of_positives
0.07213933517535527,0.0
0.1539399391040206,0.125
0.24258216843008995,0.0
0.3389275148510933,0.25
0.4478404436792646,0.2857142857142857
0.5434868574142456,0.0
0.6437737047672272,0.5
0.7492858270804087,0.5
0.8513632237911224,0.7
0.9912919386227925,0.9733333333333334
